index,location,precipitation,temp_max,temp_min,wind,weather,Year,Month,Day
410,Seattle,1.0,9.4,5.6,2.2,rain,2013,2,14
438,Seattle,2.8,11.7,9.4,3.0,rain,2013,3,14
469,Seattle,5.8,12.8,4.4,2.3,rain,2013,4,14
499,Seattle,0.0,18.3,7.8,2.4,sun,2013,5,14
530,Seattle,0.0,20.0,12.2,3.7,sun,2013,6,14
560,Seattle,0.0,27.8,12.8,3.0,sun,2013,7,14
591,Seattle,0.8,27.2,15.0,2.0,rain,2013,8,14
622,Seattle,0.0,21.7,15.6,1.4,fog,2013,9,14
652,Seattle,0.0,15.6,3.9,1.6,sun,2013,10,14
683,Seattle,1.3,11.1,6.1,1.1,rain,2013,11,14
713,Seattle,0.0,9.4,6.1,3.7,sun,2013,12,14
1840,New York,0.8,14.4,3.9,4.2,rain,2013,1,14
1871,New York,0.0,7.2,0.0,3.9,snow,2013,2,14
1899,New York,0.0,5.6,-1.1,10.1,sun,2013,3,14
1930,New York,0.0,15.0,7.2,5.1,sun,2013,4,14
1960,New York,0.0,15.6,6.1,5.1,sun,2013,5,14
1991,New York,3.8,22.2,12.2,5.9,rain,2013,6,14
2021,New York,0.0,31.7,22.8,5.0,fog,2013,7,14
2052,New York,0.0,25.0,16.1,7.4,sun,2013,8,14
2083,New York,0.0,21.1,12.8,5.5,sun,2013,9,14
2113,New York,0.0,18.9,9.4,2.5,sun,2013,10,14
2144,New York,0.0,11.7,1.1,6.8,sun,2013,11,14
2174,New York,14.5,6.1,-3.8,6.6,snow,2013,12,14
744,Seattle,0.0,11.1,7.2,1.3,sun,2014,1,14
775,Seattle,9.4,11.7,6.1,6.4,rain,2014,2,14
803,Seattle,6.9,14.4,8.3,6.1,rain,2014,3,14
834,Seattle,0.0,20.0,5.6,2.6,sun,2014,4,14
864,Seattle,0.0,27.8,13.3,3.3,sun,2014,5,14
895,Seattle,0.0,17.8,11.7,3.2,sun,2014,6,14
925,Seattle,0.0,27.8,15.0,2.8,sun,2014,7,14
956,Seattle,0.0,21.1,17.2,0.6,sun,2014,8,14
987,Seattle,0.0,30.0,11.7,1.8,sun,2014,9,14
1017,Seattle,7.1,16.7,11.7,2.2,rain,2014,10,14
1048,Seattle,0.0,7.2,-2.1,4.5,sun,2014,11,14
1078,Seattle,0.0,12.8,1.7,3.5,fog,2014,12,14
2205,New York,14.0,8.9,6.1,4.0,rain,2014,1,14
2236,New York,3.3,5.0,0.0,8.6,snow,2014,2,14
2264,New York,0.0,5.6,-5.5,6.7,sun,2014,3,14
2295,New York,0.0,18.9,10.6,10.1,fog,2014,4,14
2325,New York,0.0,17.8,10.0,3.4,fog,2014,5,14
2356,New York,0.0,26.1,16.7,5.6,fog,2014,6,14
2386,New York,47.5,28.3,21.1,3.0,rain,2014,7,14
2417,New York,0.0,26.7,18.3,5.7,sun,2014,8,14
2448,New York,0.0,22.2,12.2,3.8,sun,2014,9,14
2478,New York,0.0,23.9,17.8,6.0,sun,2014,10,14
2509,New York,1.8,6.7,2.8,6.4,rain,2014,11,14
2539,New York,0.0,8.3,2.8,5.3,sun,2014,12,14
1109,Seattle,0.0,6.1,0.6,2.8,fog,2015,1,14
1140,Seattle,0.3,14.4,6.7,2.9,rain,2015,2,14
1168,Seattle,17.0,13.9,9.4,3.8,rain,2015,3,14
1199,Seattle,3.3,11.7,2.8,3.3,rain,2015,4,14
1229,Seattle,0.3,17.8,9.4,2.0,rain,2015,5,14
1260,Seattle,0.0,27.8,11.7,3.7,sun,2015,6,14
1290,Seattle,0.0,27.8,16.1,3.3,sun,2015,7,14
1321,Seattle,30.5,18.3,15.0,5.2,rain,2015,8,14
1352,Seattle,0.0,16.7,10.6,3.4,sun,2015,9,14
1382,Seattle,0.0,15.0,10.0,5.0,fog,2015,10,14
1413,Seattle,47.2,9.4,6.1,4.5,rain,2015,11,14
1443,Seattle,0.0,7.8,1.7,1.7,sun,2015,12,14
2570,New York,0.0,0.6,-7.1,5.2,sun,2015,1,14
2601,New York,0.3,1.7,-8.8,4.7,snow,2015,2,14
2629,New York,28.2,9.4,3.9,4.0,rain,2015,3,14
2660,New York,1.0,18.9,10.0,2.6,rain,2015,4,14
2690,New York,0.0,21.7,10.6,5.2,sun,2015,5,14
2721,New York,7.9,30.0,18.9,3.6,rain,2015,6,14
2751,New York,3.3,26.7,22.8,2.6,rain,2015,7,14
2782,New York,0.0,30.0,18.9,3.7,sun,2015,8,14
2813,New York,0.0,25.6,15.6,6.3,sun,2015,9,14
2843,New York,0.0,21.1,14.4,5.2,sun,2015,10,14
2874,New York,0.0,10.6,5.6,7.8,sun,2015,11,14
2904,New York,9.1,16.1,11.7,4.8,rain,2015,12,14
14,Seattle,5.3,1.1,-3.3,3.2,snow,2012,1,15
45,Seattle,0.0,7.2,0.6,1.8,drizzle,2012,2,15
74,Seattle,23.9,11.1,5.6,5.8,snow,2012,3,15
105,Seattle,0.0,16.1,7.2,2.9,rain,2012,4,15
135,Seattle,0.0,24.4,9.4,4.1,drizzle,2012,5,15
166,Seattle,0.0,22.2,9.4,1.7,sun,2012,6,15
196,Seattle,0.0,18.9,13.3,3.8,rain,2012,7,15
227,Seattle,0.0,31.1,16.7,4.7,sun,2012,8,15
258,Seattle,0.0,22.2,11.1,1.9,sun,2012,9,15
288,Seattle,7.9,17.2,11.1,4.6,rain,2012,10,15
319,Seattle,0.0,9.4,2.8,2.4,drizzle,2012,11,15
349,Seattle,5.3,4.4,0.6,5.1,snow,2012,12,15
1475,New York,0.0,-2.2,-8.9,7.6,sun,2012,1,15
1506,New York,0.3,7.8,2.8,3.0,rain,2012,2,15
1535,New York,0.0,8.3,6.1,4.7,drizzle,2012,3,15
1566,New York,0.0,24.4,12.8,3.6,rain,2012,4,15
1596,New York,14.5,17.2,15.6,5.3,rain,2012,5,15
1627,New York,0.0,26.7,15.0,3.7,sun,2012,6,15
1657,New York,4.1,30.6,22.8,4.5,rain,2012,7,15
1688,New York,11.2,28.3,20.6,2.6,rain,2012,8,15
1719,New York,0.0,23.9,16.1,6.0,sun,2012,9,15
1749,New York,4.6,20.6,16.1,6.3,rain,2012,10,15
1780,New York,0.0,7.2,2.2,2.8,sun,2012,11,15
1810,New York,0.0,9.4,1.1,2.1,sun,2012,12,15
380,Seattle,0.0,6.7,-0.6,2.3,sun,2013,1,15
411,Seattle,0.0,13.3,5.0,2.4,drizzle,2013,2,15
439,Seattle,0.0,14.4,8.9,4.3,rain,2013,3,15
470,Seattle,0.0,13.9,4.4,2.4,fog,2013,4,15
500,Seattle,1.0,17.2,8.9,2.3,rain,2013,5,15
531,Seattle,0.0,25.6,10.0,2.9,sun,2013,6,15
561,Seattle,0.0,27.8,14.4,4.6,sun,2013,7,15
592,Seattle,1.8,21.1,17.2,1.0,rain,2013,8,15
623,Seattle,3.3,18.9,14.4,2.2,rain,2013,9,15
653,Seattle,0.0,15.6,5.0,0.9,sun,2013,10,15
684,Seattle,3.0,10.6,7.2,6.0,rain,2013,11,15
714,Seattle,1.3,11.7,8.3,3.9,rain,2013,12,15
1841,New York,2.8,3.9,1.7,3.9,rain,2013,1,15
1872,New York,0.0,9.4,0.0,3.7,rain,2013,2,15
1900,New York,0.0,8.9,-1.1,6.4,sun,2013,3,15
1931,New York,0.0,11.7,6.1,3.6,drizzle,2013,4,15
1961,New York,0.8,16.7,8.9,5.1,rain,2013,5,15
1992,New York,0.0,27.8,16.7,4.0,sun,2013,6,15
2022,New York,0.0,36.1,25.0,3.0,sun,2013,7,15
2053,New York,0.0,25.0,15.6,4.5,sun,2013,8,15
2084,New York,0.0,22.2,10.6,4.1,sun,2013,9,15
2114,New York,0.0,21.1,10.0,2.6,sun,2013,10,15
2145,New York,0.0,11.7,2.2,3.7,sun,2013,11,15
2175,New York,20.8,8.3,0.6,6.8,rain,2013,12,15
745,Seattle,0.0,11.1,5.6,2.5,sun,2014,1,15
776,Seattle,11.7,11.1,5.0,5.1,rain,2014,2,15
804,Seattle,8.1,16.7,4.4,3.0,rain,2014,3,15
835,Seattle,0.5,14.4,7.8,4.0,rain,2014,4,15
865,Seattle,0.0,26.7,12.8,3.0,sun,2014,5,15
896,Seattle,0.5,18.3,10.0,3.6,rain,2014,6,15
926,Seattle,0.0,31.1,13.9,2.3,sun,2014,7,15
957,Seattle,1.0,24.4,16.7,1.5,rain,2014,8,15
988,Seattle,0.0,30.6,12.2,1.2,sun,2014,9,15
1018,Seattle,8.6,16.1,11.7,4.7,rain,2014,10,15
1049,Seattle,0.0,8.3,-1.6,4.2,sun,2014,11,15
1079,Seattle,0.0,12.2,6.7,5.9,sun,2014,12,15
2206,New York,0.0,6.7,0.0,2.2,sun,2014,1,15
2237,New York,2.8,2.8,-2.1,6.7,snow,2014,2,15
2265,New York,0.3,16.1,4.4,7.2,rain,2014,3,15
2296,New York,16.5,13.3,1.1,10.3,snow,2014,4,15
2326,New York,3.6,21.7,15.6,6.7,rain,2014,5,15
2357,New York,0.0,27.8,15.6,5.2,sun,2014,6,15
2387,New York,26.2,27.8,20.6,3.1,rain,2014,7,15
2418,New York,0.0,24.4,16.7,4.8,sun,2014,8,15
2449,New York,0.0,21.7,12.8,3.6,sun,2014,9,15
2479,New York,0.3,24.4,20.0,7.5,rain,2014,10,15
2510,New York,0.0,6.1,-1.0,4.1,sun,2014,11,15
2540,New York,0.0,8.9,1.1,2.2,sun,2014,12,15
1110,Seattle,9.7,7.8,1.1,3.2,rain,2015,1,15
1141,Seattle,0.0,12.2,3.9,4.8,sun,2015,2,15
1169,Seattle,55.9,10.6,6.1,4.2,rain,2015,3,15
1200,Seattle,0.0,13.9,3.3,2.4,sun,2015,4,15
1230,Seattle,0.0,20.0,9.4,2.8,fog,2015,5,15
1261,Seattle,0.0,30.0,16.1,3.5,drizzle,2015,6,15
1291,Seattle,0.0,26.1,14.4,3.2,sun,2015,7,15
1322,Seattle,0.0,21.7,13.9,3.7,sun,2015,8,15
1353,Seattle,0.0,17.8,10.0,2.8,sun,2015,9,15
1383,Seattle,0.0,21.1,9.4,3.4,fog,2015,10,15
1414,Seattle,22.4,8.9,2.2,4.1,rain,2015,11,15
1444,Seattle,1.5,6.7,1.1,2.9,rain,2015,12,15
2571,New York,0.0,1.7,-2.7,4.4,sun,2015,1,15
2602,New York,0.3,-2.7,-14.9,12.4,snow,2015,2,15
2630,New York,0.0,7.8,2.8,9.0,sun,2015,3,15
2661,New York,0.0,22.2,10.0,5.4,sun,2015,4,15
2691,New York,0.0,21.7,11.7,5.1,sun,2015,5,15
2722,New York,27.7,27.2,18.9,3.7,rain,2015,6,15
2752,New York,1.0,27.8,22.8,3.8,rain,2015,7,15
2783,New York,0.0,31.1,21.1,4.6,sun,2015,8,15
2814,New York,0.0,26.7,16.7,3.4,drizzle,2015,9,15
2844,New York,0.0,18.3,11.1,5.0,sun,2015,10,15
2875,New York,0.0,15.0,4.4,5.7,sun,2015,11,15
2905,New York,2.3,17.8,11.7,8.2,rain,2015,12,15
15,Seattle,2.5,1.7,-2.8,5.0,snow,2012,1,16
46,Seattle,1.8,7.2,3.3,2.1,rain,2012,2,16
75,Seattle,8.4,8.9,3.9,5.1,rain,2012,3,16
106,Seattle,8.1,13.3,6.7,5.8,rain,2012,4,16
136,Seattle,0.0,19.4,9.4,3.5,sun,2012,5,16
167,Seattle,0.0,21.1,15.0,4.1,rain,2012,6,16
197,Seattle,0.3,26.1,13.3,2.5,rain,2012,7,16
228,Seattle,0.0,34.4,18.3,2.8,sun,2012,8,16
259,Seattle,0.0,24.4,9.4,2.3,sun,2012,9,16
289,Seattle,0.0,16.1,8.3,5.5,sun,2012,10,16
320,Seattle,5.6,9.4,2.2,1.6,rain,2012,11,16
350,Seattle,22.6,6.7,3.3,5.5,snow,2012,12,16
1476,New York,0.0,3.9,-10.0,5.3,snow,2012,1,16
1507,New York,3.0,6.7,-0.6,2.4,rain,2012,2,16
1536,New York,0.5,9.4,6.1,3.1,rain,2012,3,16
1567,New York,0.0,25.0,12.2,3.4,sun,2012,4,16
1597,New York,0.5,22.2,15.0,3.5,rain,2012,5,16
1628,New York,0.0,26.1,15.0,4.1,sun,2012,6,16
1658,New York,0.0,33.9,22.2,4.4,drizzle,2012,7,16
1689,New York,0.0,31.1,20.6,3.8,drizzle,2012,8,16
1720,New York,0.0,23.9,14.4,3.6,sun,2012,9,16
1750,New York,0.0,16.1,8.9,6.7,sun,2012,10,16
1781,New York,0.0,8.9,2.2,3.7,sun,2012,11,16
1811,New York,3.3,9.4,5.0,6.2,rain,2012,12,16
381,Seattle,0.0,6.1,-3.9,1.8,drizzle,2013,1,16
412,Seattle,0.0,11.1,3.9,5.6,rain,2013,2,16
440,Seattle,4.3,10.6,4.4,6.4,rain,2013,3,16
471,Seattle,0.3,13.9,3.3,2.6,rain,2013,4,16
501,Seattle,0.0,21.7,12.2,2.7,fog,2013,5,16
532,Seattle,0.0,23.9,12.8,3.4,sun,2013,6,16
562,Seattle,0.0,31.1,18.3,4.1,sun,2013,7,16
593,Seattle,0.0,28.9,16.1,2.2,fog,2013,8,16
624,Seattle,0.3,21.7,15.0,4.3,rain,2013,9,16
654,Seattle,0.0,12.8,8.9,2.7,fog,2013,10,16
685,Seattle,0.0,10.0,5.0,4.6,sun,2013,11,16
715,Seattle,0.3,10.0,4.4,1.0,rain,2013,12,16
1842,New York,20.8,3.3,0.6,4.2,snow,2013,1,16
1873,New York,0.0,7.2,-0.6,6.3,snow,2013,2,16
1901,New York,0.5,5.0,0.6,3.1,snow,2013,3,16
1932,New York,0.0,14.4,7.2,6.5,sun,2013,4,16
1962,New York,0.0,23.3,13.3,3.8,fog,2013,5,16
1993,New York,0.0,26.7,16.7,4.7,sun,2013,6,16
2023,New York,0.0,35.6,25.6,4.7,sun,2013,7,16
2054,New York,0.0,26.1,17.2,2.9,sun,2013,8,16
2085,New York,0.5,23.9,13.9,4.6,rain,2013,9,16
2115,New York,0.0,19.4,12.2,2.4,sun,2013,10,16
2146,New York,2.0,13.3,6.1,2.2,rain,2013,11,16
2176,New York,0.0,1.7,-3.8,6.3,sun,2013,12,16
746,Seattle,0.0,6.7,4.4,2.7,sun,2014,1,16
777,Seattle,26.4,9.4,3.9,7.9,rain,2014,2,16
805,Seattle,27.7,10.6,4.4,3.8,rain,2014,3,16
836,Seattle,10.9,11.1,8.9,4.6,rain,2014,4,16
866,Seattle,0.0,20.0,11.7,4.1,sun,2014,5,16
897,Seattle,3.6,17.8,8.9,2.4,rain,2014,6,16
927,Seattle,0.0,31.1,14.4,2.4,sun,2014,7,16
958,Seattle,0.0,25.6,15.6,2.2,sun,2014,8,16
989,Seattle,0.0,22.2,13.9,2.8,sun,2014,9,16
1019,Seattle,0.0,20.6,11.1,3.3,sun,2014,10,16
1050,Seattle,0.0,9.4,-2.1,4.2,sun,2014,11,16
1080,Seattle,0.0,10.0,8.3,4.0,sun,2014,12,16
2207,New York,0.0,5.6,1.7,3.1,sun,2014,1,16
2238,New York,0.0,-1.0,-5.5,7.5,sun,2014,2,16
2266,New York,0.0,6.1,-0.5,6.9,sun,2014,3,16
2297,New York,2.0,9.4,0.0,7.3,rain,2014,4,16
2327,New York,32.0,18.9,15.6,9.2,rain,2014,5,16
2358,New York,0.0,25.0,17.8,3.4,sun,2014,6,16
2388,New York,0.3,28.3,21.1,3.8,rain,2014,7,16
2419,New York,0.0,25.0,17.2,4.6,sun,2014,8,16
2450,New York,6.6,19.4,15.6,2.4,rain,2014,9,16
2480,New York,19.8,21.7,15.6,5.7,rain,2014,10,16
2511,New York,0.0,7.2,-0.5,3.3,sun,2014,11,16
2541,New York,7.6,10.0,0.6,1.8,rain,2014,12,16
1111,Seattle,0.0,11.7,5.6,4.5,fog,2015,1,16
1142,Seattle,0.0,15.0,5.6,6.6,fog,2015,2,16
1170,Seattle,1.0,13.9,6.1,3.0,rain,2015,3,16
1201,Seattle,0.0,17.8,3.9,3.1,sun,2015,4,16
1231,Seattle,0.0,15.6,11.1,3.0,sun,2015,5,16
1262,Seattle,0.0,22.8,11.1,3.0,sun,2015,6,16
1292,Seattle,0.0,26.1,15.0,2.8,sun,2015,7,16
1323,Seattle,0.0,25.0,14.4,3.7,sun,2015,8,16
1354,Seattle,1.0,20.0,10.0,1.9,rain,2015,9,16
1384,Seattle,0.0,20.0,8.9,1.3,sun,2015,10,16
1415,Seattle,2.0,8.9,1.7,4.0,rain,2015,11,16
1445,Seattle,3.6,6.1,2.8,2.3,rain,2015,12,16
2572,New York,0.0,7.2,-6.6,8.2,sun,2015,1,16
2603,New York,0.0,-4.9,-14.9,6.6,sun,2015,2,16
2631,New York,0.0,10.0,2.2,3.9,sun,2015,3,16
2662,New York,0.0,15.6,8.9,4.9,sun,2015,4,16
2692,New York,10.4,21.1,14.4,2.3,rain,2015,5,16
2723,New York,2.0,26.1,18.9,3.0,rain,2015,6,16
2753,New York,0.0,26.1,18.9,4.6,sun,2015,7,16
2784,New York,0.0,32.2,23.3,3.2,sun,2015,8,16
2815,New York,0.0,28.9,16.7,1.9,sun,2015,9,16
2845,New York,0.0,18.9,12.2,5.5,sun,2015,10,16
2876,New York,0.0,20.6,7.2,4.1,sun,2015,11,16
2906,New York,1.3,11.7,7.2,4.1,rain,2015,12,16
16,Seattle,8.1,3.3,0.0,5.6,snow,2012,1,17
47,Seattle,17.3,10.0,4.4,3.4,rain,2012,2,17
76,Seattle,9.4,10.0,0.6,3.8,snow,2012,3,17
107,Seattle,1.8,10.0,4.4,2.0,rain,2012,4,17
137,Seattle,0.0,17.8,6.7,2.9,rain,2012,5,17
168,Seattle,0.0,18.9,11.7,6.4,sun,2012,6,17
198,Seattle,0.0,21.7,15.0,2.6,sun,2012,7,17
229,Seattle,0.0,32.8,16.1,1.8,sun,2012,8,17
260,Seattle,0.0,27.8,11.7,2.2,fog,2012,9,17
290,Seattle,0.0,14.4,6.1,1.6,sun,2012,10,17
321,Seattle,6.1,12.2,6.1,5.3,rain,2012,11,17
351,Seattle,2.0,8.3,1.7,9.5,rain,2012,12,17
1477,New York,5.8,10.0,2.8,5.2,rain,2012,1,17
1508,New York,1.0,11.7,2.8,5.3,rain,2012,2,17
1537,New York,0.0,15.0,4.4,2.9,drizzle,2012,3,17
1568,New York,0.0,27.2,13.9,5.6,sun,2012,4,17
1598,New York,0.0,22.8,12.8,4.0,sun,2012,5,17
1629,New York,0.0,21.1,13.9,3.7,sun,2012,6,17
1659,New York,0.0,32.8,24.4,5.1,sun,2012,7,17
1690,New York,0.0,29.4,20.6,4.5,rain,2012,8,17
1721,New York,0.0,24.4,13.3,3.5,sun,2012,9,17
1751,New York,0.0,15.6,5.6,2.2,sun,2012,10,17
1782,New York,0.0,11.7,2.2,3.3,sun,2012,11,17
1812,New York,7.1,8.3,5.6,4.8,rain,2012,12,17
382,Seattle,0.0,3.9,-2.8,1.0,drizzle,2013,1,17
413,Seattle,0.0,9.4,4.4,3.4,rain,2013,2,17
441,Seattle,0.0,8.9,3.9,6.1,sun,2013,3,17
472,Seattle,0.0,15.0,3.9,3.3,drizzle,2013,4,17
502,Seattle,0.5,17.2,11.7,3.7,rain,2013,5,17
533,Seattle,0.0,25.6,13.9,3.0,sun,2013,6,17
563,Seattle,0.0,22.2,15.0,3.7,sun,2013,7,17
594,Seattle,0.0,25.6,17.2,3.0,sun,2013,8,17
625,Seattle,0.0,17.8,13.9,2.3,sun,2013,9,17
655,Seattle,0.0,14.4,8.9,1.7,fog,2013,10,17
686,Seattle,5.3,11.7,7.2,5.4,rain,2013,11,17
716,Seattle,0.0,8.3,4.4,2.7,sun,2013,12,17
1843,New York,0.0,7.8,2.2,5.2,sun,2013,1,17
1874,New York,0.0,1.1,-7.8,12.1,sun,2013,2,17
1902,New York,0.0,3.9,-1.1,5.5,sun,2013,3,17
1933,New York,0.3,21.1,8.3,3.4,rain,2013,4,17
1963,New York,0.0,22.8,12.8,3.9,sun,2013,5,17
1994,New York,3.3,27.8,19.4,4.2,rain,2013,6,17
2024,New York,0.0,35.0,26.1,3.2,sun,2013,7,17
2055,New York,0.0,27.2,16.7,2.5,sun,2013,8,17
2086,New York,0.0,18.9,9.4,4.7,sun,2013,9,17
2116,New York,0.3,22.2,16.1,4.8,rain,2013,10,17
2147,New York,0.3,16.7,7.8,3.1,rain,2013,11,17
2177,New York,3.3,1.1,-3.8,4.4,snow,2013,12,17
747,Seattle,0.0,5.6,2.8,2.3,sun,2014,1,17
778,Seattle,14.5,8.3,4.4,5.5,rain,2014,2,17
806,Seattle,0.3,10.0,2.8,3.2,rain,2014,3,17
837,Seattle,18.5,11.7,7.2,4.7,rain,2014,4,17
867,Seattle,0.0,20.0,11.7,3.2,sun,2014,5,17
898,Seattle,1.3,17.8,10.0,3.0,rain,2014,6,17
928,Seattle,0.0,26.7,13.9,3.7,sun,2014,7,17
959,Seattle,0.0,27.8,15.0,2.8,sun,2014,8,17
990,Seattle,0.5,22.8,14.4,2.3,rain,2014,9,17
1020,Seattle,3.3,16.7,11.7,3.0,rain,2014,10,17
1051,Seattle,0.0,10.6,-2.1,1.9,sun,2014,11,17
1081,Seattle,2.8,8.9,6.1,1.6,rain,2014,12,17
2208,New York,0.0,7.2,-2.1,3.2,sun,2014,1,17
2239,New York,0.0,0.0,-7.1,4.6,sun,2014,2,17
2267,New York,0.0,1.1,-3.8,4.7,sun,2014,3,17
2298,New York,0.0,8.3,1.7,5.6,sun,2014,4,17
2328,New York,0.0,21.1,12.8,4.7,sun,2014,5,17
2359,New York,0.0,27.8,20.0,3.6,sun,2014,6,17
2389,New York,0.0,27.8,19.4,4.0,sun,2014,7,17
2420,New York,0.0,29.4,18.9,5.1,sun,2014,8,17
2451,New York,0.0,22.8,12.8,2.8,sun,2014,9,17
2481,New York,0.0,22.2,15.6,5.8,sun,2014,10,17
2512,New York,34.8,12.8,4.4,3.9,rain,2014,11,17
2542,New York,0.8,12.8,6.1,5.7,rain,2014,12,17
1112,Seattle,26.2,13.3,3.3,2.8,rain,2015,1,17
1143,Seattle,0.0,16.1,4.4,4.0,sun,2015,2,17
1171,Seattle,0.8,13.3,4.4,2.6,rain,2015,3,17
1202,Seattle,0.0,18.9,6.1,3.6,sun,2015,4,17
1232,Seattle,0.0,19.4,10.6,2.1,sun,2015,5,17
1263,Seattle,0.0,25.0,11.1,3.1,sun,2015,6,17
1293,Seattle,0.0,27.8,13.9,3.3,sun,2015,7,17
1324,Seattle,0.0,27.2,13.9,3.0,sun,2015,8,17
1355,Seattle,1.8,18.3,12.8,3.8,rain,2015,9,17
1385,Seattle,0.3,19.4,11.7,1.3,rain,2015,10,17
1416,Seattle,29.5,13.3,6.7,8.0,rain,2015,11,17
1446,Seattle,21.8,6.7,3.9,6.0,rain,2015,12,17
2573,New York,0.0,0.0,-7.7,4.7,sun,2015,1,17
2604,New York,4.8,-2.7,-8.8,3.1,snow,2015,2,17
2632,New York,0.5,15.6,1.1,8.2,rain,2015,3,17
2663,New York,2.8,20.6,11.1,4.4,rain,2015,4,17
2693,New York,0.0,27.2,16.1,2.9,drizzle,2015,5,17
2724,New York,0.0,27.2,18.9,4.3,sun,2015,6,17
2754,New York,0.0,26.7,19.4,5.4,sun,2015,7,17
2785,New York,0.0,32.8,23.3,4.1,sun,2015,8,17
2816,New York,0.0,28.9,17.8,2.8,drizzle,2015,9,17
2846,New York,0.0,14.4,6.1,6.2,sun,2015,10,17
2877,New York,0.0,11.7,4.4,3.6,sun,2015,11,17
2907,New York,29.7,15.0,10.0,4.1,rain,2015,12,17
17,Seattle,19.8,0.0,-2.8,5.0,snow,2012,1,18
48,Seattle,6.4,6.7,3.9,8.1,rain,2012,2,18
77,Seattle,3.6,5.0,-0.6,2.7,rain,2012,3,18
108,Seattle,1.8,13.3,7.2,3.9,rain,2012,4,18
138,Seattle,0.0,15.6,7.8,3.1,rain,2012,5,18
169,Seattle,3.0,17.2,10.0,3.8,rain,2012,6,18
199,Seattle,0.0,21.1,14.4,2.9,sun,2012,7,18
230,Seattle,0.0,21.7,14.4,3.0,drizzle,2012,8,18
261,Seattle,0.0,27.8,11.7,1.4,sun,2012,9,18
291,Seattle,20.8,17.8,6.7,2.0,rain,2012,10,18
322,Seattle,7.9,10.0,6.1,4.9,rain,2012,11,18
352,Seattle,3.3,3.9,0.6,5.3,snow,2012,12,18
1478,New York,0.0,11.7,-4.4,8.8,sun,2012,1,18
1509,New York,0.3,7.8,2.2,5.4,rain,2012,2,18
1538,New York,0.0,12.8,7.2,3.1,drizzle,2012,3,18
1569,New York,0.0,17.2,10.0,4.8,rain,2012,4,18
1599,New York,0.0,20.6,10.6,3.6,sun,2012,5,18
1630,New York,0.0,20.0,12.8,3.0,sun,2012,6,18
1660,New York,5.3,35.6,23.3,4.3,rain,2012,7,18
1691,New York,9.4,27.2,17.8,3.4,rain,2012,8,18
1722,New York,40.1,25.6,20.0,10.4,rain,2012,9,18
1752,New York,0.5,18.9,7.2,3.7,rain,2012,10,18
1783,New York,0.0,10.6,2.8,3.4,sun,2012,11,18
1813,New York,20.8,13.3,7.2,5.1,rain,2012,12,18
383,Seattle,0.0,3.3,-1.1,1.3,drizzle,2013,1,18
414,Seattle,0.0,7.8,3.9,1.9,rain,2013,2,18
442,Seattle,0.0,11.7,3.9,5.9,rain,2013,3,18
473,Seattle,5.3,11.7,6.7,4.0,rain,2013,4,18
503,Seattle,0.0,16.7,11.1,2.9,sun,2013,5,18
534,Seattle,0.3,23.3,13.3,3.4,rain,2013,6,18
564,Seattle,0.0,26.1,13.9,2.0,sun,2013,7,18
595,Seattle,0.0,26.1,15.6,3.1,sun,2013,8,18
626,Seattle,0.0,21.1,13.3,2.5,sun,2013,9,18
656,Seattle,0.0,12.8,7.2,1.2,sun,2013,10,18
687,Seattle,26.2,12.8,9.4,3.9,rain,2013,11,18
717,Seattle,1.3,7.8,2.2,2.8,rain,2013,12,18
1844,New York,0.0,2.2,-3.9,5.8,snow,2013,1,18
1875,New York,0.0,2.2,-7.8,7.3,sun,2013,2,18
1903,New York,11.9,2.2,-3.3,6.4,snow,2013,3,18
1934,New York,0.0,13.9,7.2,5.4,sun,2013,4,18
1964,New York,0.3,17.2,12.2,2.6,rain,2013,5,18
1995,New York,5.1,25.6,18.3,2.9,rain,2013,6,18
2025,New York,0.0,37.8,25.0,4.1,sun,2013,7,18
2056,New York,0.0,25.6,18.9,2.0,sun,2013,8,18
2087,New York,0.0,21.1,10.0,3.5,sun,2013,9,18
2117,New York,0.0,21.1,13.3,6.7,sun,2013,10,18
2148,New York,4.1,19.4,11.1,7.3,rain,2013,11,18
2178,New York,0.0,3.3,-3.8,5.9,sun,2013,12,18
748,Seattle,0.0,9.4,0.6,2.2,sun,2014,1,18
779,Seattle,15.2,8.9,5.0,6.2,rain,2014,2,18
807,Seattle,0.0,10.0,3.3,1.6,sun,2014,3,18
838,Seattle,0.0,14.4,5.6,3.8,sun,2014,4,18
868,Seattle,0.0,20.0,10.6,3.2,sun,2014,5,18
899,Seattle,0.0,18.9,11.1,2.7,sun,2014,6,18
929,Seattle,0.0,23.9,11.7,2.8,sun,2014,7,18
960,Seattle,0.0,29.4,15.6,3.3,sun,2014,8,18
991,Seattle,0.3,19.4,15.0,3.1,rain,2014,9,18
1021,Seattle,15.0,19.4,13.9,1.9,rain,2014,10,18
1052,Seattle,0.0,7.2,-0.5,0.9,sun,2014,11,18
1082,Seattle,13.0,9.4,6.7,3.1,rain,2014,12,18
2209,New York,6.1,5.6,-2.1,4.8,snow,2014,1,18
2240,New York,3.8,4.4,-3.2,4.1,snow,2014,2,18
2268,New York,0.0,6.1,-3.8,4.2,sun,2014,3,18
2299,New York,0.0,7.8,2.2,3.0,sun,2014,4,18
2329,New York,0.0,20.6,11.1,4.6,sun,2014,5,18
